name,term,category,credits,dayOfWeek,period,location,isCompulsory,description,learningObjectives
ソーシャルデザイン実習,１期２期,実習,2,,,米山キャンパス,必修,１年次において学修した課題解決手法のひとつであるデザインシンキングの理論を基に、地域社会が抱える問題や課題に関する実際の事例にあてはめて、課題解決のためのプラン策定実習を行う。なお、実習の進め方としてはグループワーク、グループ討議、グループ発表を中心に進め、発表されたプランの中で教員・学生より高く支持された優秀なプランについては、実際の対象団体、自治体等へのプレゼンテーションも行う。,１．本科目では，学校で展開される教育活動（授業）に限定されることなく、地域の日常全般に関わることを通じて、地域を取り巻く環境や課題の理解、学生自身の早期キャリアデザインを支援する観点から、キャリア意識形成及び課題解決の実践をねらいとする。
ソーシャルデザイン実習　A,２期,実習,2,水曜日,１時限,紫竹山キャンパス,必修,社会問題の解決に向けたビジネスアイデアを提案する能力を養うため、地域社会、日本、世界が抱える社会問題を取り上げ、その解決策を提案する実習に取り組む。ソーシャルデザインⅡで学修した解決方法を活用し、グループワークを中心としながら、有効性、実現性、独自性を備えた解決策（ビジネスアイデア）を組み立てる能力を身につける。,１．社会問題に関する情報を収集整理し、実態を把握することができる２．社会問題に関して表面的原因から根本的原因まで分析することができる３．社会問題の解決策に向けて的確な課題設定ができる ４．社会問題を解決するビジネスアイデアを考案することができる５．社会問題の解決を支える収益確保の仕組みを考案することができる ６．社会問題を解決するビジネスアイデアを分かりやすく説明することができる
ソーシャルデザイン実習　B,２期,実習,2,水曜日,１時限,紫竹山キャンパス,必修,社会問題の解決に向けたビジネスアイデアを提案する能力を養うため、地域社会、日本、世界が抱える社会問題を取り上げ、その解決策を提案する実習に取り組む。ソーシャルデザインⅡで学修した解決方法を活用し、グループワークを中心としながら、有効性、実現性、独自性を備えた解決策（ビジネスアイデア）を組み立てる能力を身につける。,１．社会問題に関する情報を収集整理し、実態を把握することができる２．社会問題に関して表面的原因から根本的原因まで分析することができる３．社会問題の解決策に向けて的確な課題設定ができる ４．社会問題を解決するビジネスアイデアを考案することができる５．社会問題の解決を支える収益確保の仕組みを考案することができる ６．社会問題を解決するビジネスアイデアを分かりやすく説明することができる
ソーシャルデザイン実習 A・B,１期２期,実習,2,月曜日,２時限,米山キャンパス,必修,１年次において学修した課題解決手法のひとつであるデザインシンキングの理論を基に、地域社会が抱える問題や課題に関する実際の事例にあてはめて、課題解決のためのプラン策定実習を行う。なお、実習の進め方としてはグループワーク、グループ討議、グループ発表を中心に進め、発表されたプランの中で教員・学生より高く支持された優秀なプランについては、実際の対象団体、自治体等へのプレゼンテーションも行う。,１．本科目では，学校で展開される教育活動（授業）に限定されることなく、地域の日常全般に関わることを通じて、地域を取り巻く環境や課題の理解、学生自身の早期キャリアデザインを支援する観点から、キャリア意識形成及び課題解決の実践をねらいとする。
デザイン・シンキング概論,３期４期,演習,2,火曜日,３時限,紫竹山キャンパス,必修,デザインに必要となる考え方や手法等を駆使して課題解決手法や新しい商品・サービスを生み出す手法であるデザイン・シンキングの考え方を学修する。また、この考え方が考案された経緯など、基礎から他の解決手法を比較し学修する。この前提の理解を踏まえ、問題意識を持って自ら課題を発見し、その課題を解決するための手法やプロセス、チームでの課題解決に必要なチームワークやコミュニケーション力、ディベート力の必要性について学修する。,１．デザインシンキングが必要とされている背景とビジネスとの関係を理解する。２．デザインシンキングの基本知識とビジネスで実践するためのプロセスを理解する。３．デザインシンキングのプロセスで役立つ手法とマインドセットを理解し、社会やビジネスで実践できる力を養う。４．デザインシンキングによるグループワークの効果的な活用スキルを体得する。
デザイン・シンキング実習Ⅰ A・B,１期,実習,1,金曜日,４時限,米山キャンパス,必修,ユーザー視点で製品・サービスを考え、課題を正しく解決していく能力を身に付けるため、「デザイン・シンキング」の課題解決のプロセスと各種手法を実習によって体験する。実習では、少人数のグループワークで、設定されたテーマに対し「調査・情報収集、問題定義から解決策の創出、発表」までの一連の流れを行う。また実習はオムニバス形式により、全15回を以下の担当で実施する。・西川昌宏／8回　テーマ：大学生への新しいサービスの提案・森下晶代／7回　テーマ：大学における新しいサービスの提案,１．「デザイン・シンキング」のプロセスと各種手法について理解を深める。２．「デザイン・シンキング」のプロセスを体験し、課題解決法を他者に説明できる。３．グループワークで他者とコミュニケートしながら、課題を見つけ、解決策を創出し、プレゼンテーションできる。
デザイン・シンキング実習Ⅱ,１期,実習,1,,,米山キャンパス,必修,地域や企業など、実社会における課題を正しく解決していく能力を身に付けるため、「デザイン・シンキング実習Ⅰ」にて修得した課題解決のプロセスと各種手法を実習によって実践する。実習では、少人数のグループワークで、設定されたテーマに対し「フィールドワーク・情報収集、問題定義から解決策の創出、発表」までの一連の流れを行う。,１．「デザイン・シンキング」のプロセスと各種手法を、実践的に使いこなせる程に深く理解する。２．「デザイン・シンキング」の問題解決のプロセスを修得し、実社会で応用する力を身に付ける。３．グループワークで他者とコミュニケートしながら、課題を見つけ、解決策を創出し、プレゼンテーションできる。
デザイン・シンキング実習Ⅱ A・B,１期,実習,1,火曜日,３時限,米山キャンパス,必修,デザイン・シンキング概論およびデザイン・シンキング実習Ⅰにて修得した課題解決の各種手法を実践するため、少人数グループを作り、調査・情報収集を実施し、課題を見つけ、解決策を検討・実施・評価するデザイン・シンキング手法について、特にその後の課題解決案の検討を重視して実施する。またデザイン思考に必要とされる５つのプロセス「共感」「問題定義」「アイデア創造」「プロトタイプ」「テスト」を実践し、繰り返し体験することで、製品やサービスを完成へ導く技法を修得する。,１．デザインシンキングの５つのステップを実践的に使いこなせる程に深く理解する。２．デザインシンキングの問題解決プロセスを習得し、高度なビジネス応用ができる力を身に着ける。３．効率的かつ効果的なグループワークのノウハウを取得する。
デジタル経営,３期４期,講義,2,火曜日,３時限,紫竹山キャンパス,必修,進化の早いデジタル技術をもちいて、業務の効率化や顧客への価値の創出の方法について学習する。具体的には、AI、クラウド、モバイル等の代表的なデジタル技術の理解とともに、主力となる情報システムの役割について理解を行う。また、各産業にはどのような課題があり、どのように情報システムが利用されているか学習するとともに、企業情報システム構築の企画や進め方について学修する。,１．IT、および最新のデジタル技術の活用方法について、事例等を踏まえて学修する。２．企業の中で、経営上、またはマーケティング上、デジタル技術がどのように生かされているのか学修する。３．各産業の課題に対し、どのように情報システムを利用しているか学修する。３．デジタル技術の導入、および情報システム構築のステップについて学修する。
デジタルアニメ実習,３期４期,実習,3,金曜日,３時限,古町ルフルキャンパス,選択,将来的にアニメーション業界がフルデジタル化することは間違いない。そのためアニメーション制作支援ソフトの基本操作から完成までの実作業を、順を追って学修する。現場のノウハウを習得することが重要であるため、業界でデジタルアニメを担当するスペシャリストを教員として配置する。開講年次に業界標準として使用されているソフトを選択する。,１．デジタルアニメに使用するソフトおよび機材を理解する。２．アニメーターに必須の知識と技術を再確認し、デジタル環境で再現する。３．臨地実務実習に対応可能な水準まで、デジタル動画の経験値を上げる。
デジタルペイント実務Ⅰ,３期,臨地実務実習,2,,,古町ルフルキャンパス,選択,デジタルペイント業務では、発注先企業や仕上がり形態によって、アニメ塗り、水彩塗り、厚塗り等の表現手法や、画像処理工程等のフィニッシュワークに関して無数の選択肢が存在し、用途としてもデジタルコミック加工、ゲームキャラクターのペイント、アニメペイントなど活用ケースごとにも制作フローが異なる。本科目では、就職活動先となる業界の実務に携わり、アニメやマンガ・ゲームなど各種ペイントの作業経験を積む事で将来像を明確化し、複数ソフトを使いこなすことを含めたデジタルペイントスキルの向上を図る。【実習の目的】2年次前半までに学修した理論に裏付けられた専門的知識と専門的な制作技術のもとに、実務に則した技術を修得する中で、「分野を支える基礎的な知識、技能」の実証を行うために、デジタルペイント実務を体験する中で、実習先企業の各部署、部門の業務内容、役割について理解すると共に、制作活動をチームで推進していく上で重要となるコミュニケーションの取り方や、今後の学修における自らの課題を明確にすることで、この科目履修後の発展的な実習となるデジタルペイントⅡに向けた実習履修に必要となる初歩的なペイント技術の向上を図ることを目的とする。,１．デジタルペイントソフトの基本を身に着ける。２．アニメ・マンガ・キャラクターデザイン分野で必要とされるデジタルペイントの種類やコンテンツ制作企業での作業を理解する。３．デジタルペイントと、その前後のワークフローを理解する。
デジタルペイント実務Ⅱ,３期,臨地実務実習,2,,,古町ルフルキャンパス,選択,アニメ・マンガ系イラストの絵は線を描くことと色を塗ること、そしてデジタルペイント・ソフトを使用しての画像処理によって絵の密度を上げていくことが一体となり、完成作品につながる。この科目ではデジタルペイントの現場で実務に携わることにより、色彩への興味関心および知識を深め、かつデジタルペイント技術の向上を図り就職活動先の幅を広げるとともに、コンテンツ産業のWeb配信化による色彩専門職の需要を見据えたデジタルペイントスキルの向上を図る。【実習の目的】3年次前半までに学修した理論に裏付けられた専門的知識と専門的な制作技術のもとに、実務に則した技術を修得する中で、「分野を支える基礎的な知識、技能」の実証を行うために、デジタルペイント実務を体験する中で、制作工程の中で自己の果たすべき役割を十分に理解し常に品質の改善と作業の効率化を意識して仕事をする態度を身に着けること、プロの技術を柔軟に吸収し、指導者からの指摘を素直に取り入れてスキルアップを果たすこと、かつ専門職として企業に就職した際、チームの一員としての役割を担える一定の即戦力となり得る水準にまで技術を向上させることが目的である。,１．割り当てられた実務作業に真摯に向き合い、着実にスキルを向上させていく。２．プロとして長く業界で通用するしっかりした技術と速度を身につける。３．より専門性の高い技術と知識を身に着け、デジタルアートスキルの向上を目指す。
デジタルマンガ表現論,１期,講義,1,月曜日,５時限,古町ルフルキャンパス,選択,商業作家が実際に使用しているデジタルマンガ制作ソフトの基礎技法を学ぶ。この授業では、マンガ原稿の作成からレイヤー処理、ツールの基本操作、スキャニング原稿からのフィニッシュワーク作業、フルデジタル作業でのペンワーク、投稿用、媒体に合わせた印刷用の書き出しデータ作成までの基本的なスキルを学修する。また、手描きではむずかしいデジタルならではの表現に関しても造詣を深める。,１．マンガ作成支援ソフト CLIP STUDIO PAINT EX の基本操作を学ぶ。　２．フルデジタル　CG仕上げ　書き出しの基礎的スキルを身につける。
デジタルマーケティング,１期２期,講義,2,水曜日,４時限,紫竹山キャンパス,選択,マーケティングの基本事項である製品、価格設定、販売チャネル、プロモーションについて、インターネット上の消費者行動の特性を踏まえたうえで、理論的に分析・考察し、インターネット上におけるマーケティング理論、実際のオンライン店舗の運営におけるWebマーケティング戦略立案のための各種分析方法、運営管理方法等、ＨＰ発注交渉に必要な知識と実践力を演習を通じて学修する。さらにインターネット等の情報技術の発展がもたらす企業環境の変化に対して、企業が対応すべき事項や発展的な情報通信技術のしくみを学修する。,１．インターネット広告等のデジタルマーケティングに関する知識を習得する。２．ファネルを理解し企業のデジタルマーケティング施策を分析し改善策を提案できる。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　３．総合的にデジタルマーケティングを展開できる実践的な知識を身につける。
デジタルマーケティング,１期,講義,1,水曜日,２時限,古町ルフルキャンパス,選択,マーケティングの基本事項である製品、価格設定、販売チャネル、プロモーションについて、インターネット上の消費者行動の特性を踏まえたうえで、理論的に分析・考察し、インターネット上におけるマーケティング理論、実際のオンライン店舗の運営におけるＷｅｂマーケティング戦略立案のための各種分析方法、Ｗｅｂプログラミングの仕組み、ＨＰ発注交渉に必要な知識と実践力を演習を通じて学修する。さらにインターネット等の情報技術の発展がもたらす企業環境の変化に対して、企業が対応すべき事項や発展的な情報通信技術のしくみを学修する。,①近年のデジタル化の流れを理解する。②デジタルコミュニケーションの最適な届け方や受取り方を身につける。③デジタルマーケティングを用いた事業計画を立てられるようになる。
データサイエンス演習,１期２期,演習,2,,,米山キャンパス,選択,データを取得し、必要な前処理を行い、蓄積し、分析するといった、データサイエンスの流れを理解すると共に、そこに必要な各要素技術を習得することにより、大量のデータを分析し、そこから価値を引き出すための基礎となる力を身につける。,１．データサイエンスの現場で使われる分代表的分析手法の概要を説明できる２．代表的な代表的機械学習の手法として、決定木・ロジスティック回帰・重回帰分析を実践できる３．分析計画を立てることができる
データサイエンス実習,１期,実習,2,水曜日,４時限,米山キャンパス,選択,データサイエンス演習で習得した基礎知識を元に、Google Cloud Machine Learningや、Amazon Machine Learningといったクラウドを用いて、Webサイトのアクセスログやウィキペディアのデータダンプなどの単純で大量のデータに対して実際に適用する実習を通し、テータから「価値」を見つけ出す手法を実践的に学修する。,１．実際の産業ドメインにおいて，データを取得、解析する方法論を身につける。
データ構造とアルゴリズム A・B,１期２期,演習,2,金曜日,３時限,米山キャンパス,必修,プログラムで扱われる基本的なデータ構造と，それらを操作する「ソート」，「探索」等に関する基本的アルゴリズムや設計手法について講義する．また，グラフアルゴリズム，文字列照合アルゴリズム，現代社会を支えるアルゴリズム等の具体的な分野のためのアルゴリズムについても講義する．さらに，これらのアルゴリズムの特性と計算量との関係を講義する．これにより，効率的なプログラムを設計するためのアルゴリズムとデータ構造の知識や技術を修得する．,１．アルゴリズムの基本概念と基本的なデータ構造を説明することができる．２．代表的なアルゴリズムである探索アルゴリズムとソートアルゴリズムを理解し，説明することができる．３．アルゴリズムの設計手法やアルゴリズムの計算量について理解し，説明することができる．４．具体的な分野のためのアルゴリズムと関連する基礎知識について理解し，説明することができる．
データベース演習,１期２期,演習,2,木曜日,１時限,米山キャンパス,選択,データベースの基礎で修得した基礎知識を基に、データベースをステップを踏んで設計・構築する技術を習得し、データベースを活用するアプリケーション作成を習得し、データサイエンスの前処理などで必要になるSQLを用いた集計や分析を習得することにより、高度な情報人材となるために必要なデータベース分野の技術を体系的に修得する。,データベースの基礎で修得した基礎知識を基に、データベースをステップを踏んで設計・構築する技術を習得し、データベースを活用するアプリケーション作成を習得し、データサイエンスの前処理などで必要になるSQLを用いた集計や分析を習得することにより、高度な情報人材となるために必要なデータベース分野の技術を体系的に修得する。
データベースの基礎 A,３期４期,演習,2,水曜日,１時限,米山キャンパス,必修,データを組織化して一括管理するデータベースについて、その基本であるリレーショナルデータベースについて、データモデル、データベース設計、データ操作言語、及び、データベース管理システムの基本的な仕組みについて学ぶ。理解を深めるため、適宜、OSSのデータベース管理システムを活用する。,１. データベース管理システムの目的・機能・基礎となるデータモデルを理解する。２. データベースを操作する基本技術を理解する。３. データベースを設計する基本技術を理解する。４. データベース管理システムの基本的な仕組みを理解する。
データベースの基礎 B,３期４期,演習,2,水曜日,２時限,米山キャンパス,必修,データを組織化して一括管理するデータベースについて、その基本であるリレーショナルデータベースについて、データモデル、データベース設計、データ操作言語、及び、データベース管理システムの基本的な仕組みについて学ぶ。理解を深めるため、適宜、OSSのデータベース管理システムを活用する。,１. データベース管理システムの目的・機能・基礎となるデータモデルを理解する。２. データベースを操作する基本技術を理解する。３. データベースを設計する基本技術を理解する。４. データベース管理システムの基本的な仕組みを理解する。
データマイニング演習,１期２期,演習,2,,,米山キャンパス,選択,データマイニングを、データから価値を引き出す手法群であると考え、データ解析の各手法を習得する。具体的には、回帰分析、決定木、アソシエーションルール分析、時系列データ解析、ネットワーク解析、テキストデータ分析についてデータ分析ツール（Python・Rなど）を活用した演習を行う。,1.データ分析手法を習得する。2.データ分析ツールを習得する
データマイニング演習,１期２期,演習,2,火曜日,４時限,米山キャンパス,,データマイニングを、データから価値を引き出す手法群であると考え、データ解析ツールとしてR言語を学ぶと共に、データ解析の各手法を習得する。具体的には、R言語の演習にくわえ、回帰分析、決定木、時系列解析、アソシエーションルール分析、質的比較分析、テキストデータ分析についてR言語を活用した演習を行う。,1.データ分析手法を習得する。2.データ分析ツールを習得する
トップランナー研究,１期２期,演習,2,,,紫竹山キャンパス,必修,本科目は産業界において先進の取り組みを実践している事例についての考察・研究を通じ、専門職業人としての心構え、考え方、行動指針等を理解し、自己の職業観確立のための一助とすると共に、思考力、判断力、実践力の向上を目指す。具体的な授業の進め方としては、先進的な取り組み事例を題材に取り上げ、考察や課題の抽出を行ったうえで、学生同士によるグループ討議や担当教員との討論や議論を行うとともに、指定されたテーマの考察による報告書の作成を通して、専門職業人としての職業観を醸成する。,１．専門職業人としての心構え、考え方、行動指針等を理解する。２．専門職業人に必要な思考力、判断力、実践力を理解する。３．専門職業人としての職業観を確立する。
トップランナー研究Ⅰ A・B,４期,演習,1,木曜日,５時限,米山キャンパス,必修,本科目は様々な分野で活躍する若手トップランナーをゲスト講師として招き、その先進事例を考察・研究することによって、彼らがどのようにして困難を乗り越え、変化の激しい環境で成功を収めているのか、その過程を理解し、トップランナーとしての生き方を深掘りする。,1. 事例を通じて、事業の成功要因を読み取り、個々の強みや弱みを分析できる。2. 専門職業人に必要な思考力、考え方、行動指針等を理解し、自らの言葉で語ることができる。
トップランナー研究Ⅱ A・B,４期,演習,1,金曜日,３時限,米山キャンパス,必修,本科目は様々な分野におけるトップランナーたちの先進事例についての考察・研究を通じ、専門職業人としての心構え、考え方、行動指針等を理解し、自己の職業観確立のための一助とすると共に、思考力、判断力、実践力の向上を目指す。授業の進め方としては、トップランナーをゲスト講師として招き、考察や課題の抽出を行なったうえで、質疑応答やグループ討議を行うとともに、指定されたテーマの考察による報告書の作成を通して、専門職業人としての職業観を醸成する。,1. 事例を通じて、事業の成功要因を読み取り、個々の強みや弱みを分析できる。2. 専門職業人としての心構え、考え方、行動指針等を理解し、自らの言葉で語ることができる。3. 専門職職業人としての職業観を自らの言葉で語ることができる。
ネットワーク演習,１期２期,演習,2,火曜日,５時限,米山キャンパス,選択,単元毎にルータ等のネットワーク機器やパソコンを各自操作し、講義内容を確認する演習の形態で進める。情報通信ネットワークで修得した基礎知識を基に、情報通信ネットワークの構造及び管理・運用体制について具体的知識を習得するとともに、一般的なネットワーク機器の基本的操作法を習得することにより、情報通信ネットワークを、様々なサービスを提供・享受するための基盤として安全に活用できる素養を身に付ける。,１．ネットワークのプロトコル構造を理解し説明できる。２．インターネットの管理・運用体制を理解し設計できる。３．代表的なネットワーク機器の仕組み、運用法を理解し設定できる。４．セキュリティを理解し説明できる。
ネットワークプログラミング実習 A,１期２期,実習,2,火曜日,１時限,米山キャンパス,必修,プログラミング I、 プログラミングⅡ及びネットワーク演習で修得した基礎知識を基に、Webページの設計、Webアプリケーション構築などの実習を通し、WebブラウザとWebサーバの間でどのようなやりとりが行われているのか、プログラムがどのようにデータを処理しているのかなど、ネットワーク上で情報をやりとりするプログラムに関する一連の知識・技術を修得する。本演習において、指定教材のすべてのコードを手入力で打ち込み（Copy＆Paste禁止）し、正常動作を確認する過程でプログラムの書き方と動作確認手順、エラーの読み方と対処法に習熟し、技術用語・諸概念の意味の理解に到達させる。,１. インターネットやWebの仕組みについて理解する。 ２. WebブラウザとWebサーバの間で行われるプログラムについて理解する。３. Webプログラムの応用として、実際の現場でどのような技術が使われているのか理解する。
ネットワークプログラミング実習 B,１期２期,実習,2,金曜日,１時限,米山キャンパス,必修,プログラミング I、 プログラミングⅡ及びネットワーク演習で修得した基礎知識を基に、Webページの設計、Webアプリケーション構築などの実習を通し、WebブラウザとWebサーバの間でどのようなやりとりが行われているのか、プログラムがどのようにデータを処理しているのかなど、ネットワーク上で情報をやりとりするプログラムに関する一連の知識・技術を修得する。本演習において、指定教材のすべてのコードを手入力で打ち込み（Copy＆Paste禁止）し、正常動作を確認する過程でプログラムの書き方と動作確認手順、エラーの読み方と対処法に習熟し、技術用語・諸概念の意味の理解に到達させる。,１. インターネットやWebの仕組みについて理解する。 ２. WebブラウザとWebサーバの間で行われるプログラムについて理解する。３. Webプログラムの応用として、実際の現場でどのような技術が使われているのか理解する。
ハードウェア設計,１期２期,演習,2,,,米山キャンパス,選択,コンピュータやスマートデバイス、各種センサ類を活用し、求められる機能・性能を実現するハードウェアの設計能力を修得する。ハードウェア設計技術者には、最新の技術を使った高性能な製品や、新しい発想を取り入れた魅力的な製品の開発が期待されていることから、設計が実際に製造・製作に用いることができるかどうかを検証するとともに、ロボットやIoTの実践・実習でも必要となる３Ｄスキャナ・３Ｄプリンタ等の機器の利活用技法についても学修する。,１．電気電子回路の原理・原則に関する知識を理解する。２．電子機械の概要と役割の活用方法を理解する。３．メカトロニクスの構成を理解する。
ハードウェア設計,２期,演習,2,,,米山キャンパス,選択,シングルボードコンピュータ、アクチュエータ、センサなどを活用し、求められる機能・性能を実現するハードウェアの設計能力を習得する。ライントレースカーを題材として、その機械構造、電子回路、プログラミングについて演習を通して学習し、これらの技術を融合させた技術であるメカトロニクスへの理解を深める。,１. 電気電子回路の原理・原則に関する知識を理解する２. 電子機械の概要と役割の活用方法を理解する３. メカトロニクスの構成を理解する
パブリッシング実習ⅠA,３期４期,実習,2,月曜日,３時限,古町ルフルキャンパス,,ここまで学修してきた情報の伝達と訴求に関する理解と、ツールを用いた制作技術を総合し、ポートフォリオとして通用する水準の電子出版、およびアナログでの作品誌を制作し、マンガ冊子、イラスト集、キャラクター設定集など、選択した職業分野に応じ、自らをPRする作品誌を企画し、リリースするまでの工程を総合的に学修する。具体的には、自身の作品傾向に合致した企画の立案、台割の作成、編集デザイン作業（本文、表紙、奥付等の企画デザイン）等、実習の各工程を通し、完全版下作成技術、eパブリッシング技術も合わせて学修する。,１．本の物理的構造と冊子作りの基礎知識を理解する。２．完全版下制作と印刷所へのデータ入稿までを体験する。３．書籍編集工程の基礎知識と制作工程、エディトリアルデザインなどを学ぶ。４．ポートフォリオとしても通用する水準で、個人誌１冊、グループ誌１冊を作成、発行する。５．eパブリッシング対応についての基礎的な知識を学ぶ。
パブリッシング実習ⅠB,３期４期,実習,2,月曜日,１時限,古町ルフルキャンパス,必修,ここまで学修してきた情報の伝達と訴求に関する理解と、ツールを用いた制作技術を総合し、ポートフォリオとして通用する水準の電子出版、およびアナログでの作品誌を制作し、マンガ冊子、イラスト集、キャラクター設定集など、選択した職業分野に応じ、自らをPRする作品誌を企画し、リリースするまでの工程を総合的に学修する。具体的には、自身の作品傾向に合致した企画の立案、台割の作成、編集デザイン作業（本文、表紙、奥付等の企画デザイン）等、実習の各工程を通し、完全版下作成技術、eパブリッシング技術も合わせて学修する。,１．本の物理的構造と冊子作りの基礎知識を理解する。２．完全版下制作と印刷所へのデータ入稿までを体験する。３．書籍編集工程の基礎知識と制作工程、エディトリアルデザインなどを学ぶ。４．ポートフォリオとしても通用する水準で、個人誌１冊、グループ誌１冊を作成、発行する。５．eパブリッシング対応についての基礎的な知識を学ぶ。
パブリッシング実習ⅡA,３期,実習,1,金曜日,１時限,古町ルフルキャンパス,必修,本科目では、希望選択した学生を対象に、前提科目を通して学修した制作技術と、情報伝達・訴求に関する知識の理解を深め、実務レベルの職業人育成を目的に制作実習を行う。課題として指定された企画書に沿った制作企画書を起こし、制作スケジュールの立案から、各工程の作業時間を割り出した上で、計画的な制作に挑む。,１．本の物理的構造と冊子作りのについて習熟を目指す。２．完全版下制作と印刷所へのデータ入稿のプロセスについて習熟を目指す。３．書籍編集工程の基礎知識と制作工程、エディトリアルデザインを意識しつつ製作を進める。４．印刷業者を介したモノづくりに対する習熟を深める。
パブリッシング実習ⅡB,３期,実習,1,火曜日,４時限,古町ルフルキャンパス,必修,本科目では、希望選択した学生を対象に、前提科目を通して学修した制作技術と、情報伝達・訴求に関する知識の理解を深め、実務レベルの職業人育成を目的に制作実習を行う。課題として指定された企画書に沿った制作企画書を起こし、制作スケジュールの立案から、各工程の作業時間を割り出した上で、計画的な制作に挑む。,１．本の物理的構造と冊子作りのについて習熟を目指す。２．完全版下制作と印刷所へのデータ入稿のプロセスについて習熟を目指す。３．書籍編集工程の基礎知識と制作工程、エディトリアルデザインを意識しつつ製作を進める。４．印刷業者を介したモノづくりに対する習熟を深める。
パース・透視図法基礎および演習A,３期４期,演習,2,木曜日,２時限,古町ルフルキャンパス,必修,絵を描く上で、必要不可欠なパース・透視図法の原理を学び、総合的な描画力の底上げを図る。具体的には、建築物等の人工物、物理法則等を中心に、透視図法の基礎から応用、等速カメラで捉えた映像の速度と距離の関係性、パースに沿って歪む楕円の法則性などを学修することにより、複数のクリエイターが一つのプロジェクトで協業する際、写実上の共通言語となる空間把握能力を高める。,１．パースを原理を知り、どこがおかしいかパースの狂いを見極められるようになる。２．パースの狂いを修正できるようになる。３．実際に絵のレイアウトを作成して、自由に絵を描き、パースが正しい絵を作成できるようになる。
パース・透視図法基礎および演習B,３期４期,演習,2,木曜日,３時限,古町ルフルキャンパス,必修,絵を描く上で、必要不可欠なパース・透視図法の原理を学び、総合的な描画力の底上げを図る。具体的には、建築物等の人工物、物理法則等を中心に、透視図法の基礎から応用、等速カメラで捉えた映像の速度と距離の関係性、パースに沿って歪む楕円の法則性などを学修することにより、複数のクリエイターが一つのプロジェクトで協業する際、写実上の共通言語となる空間把握能力を高める。,１．パースを原理を知り、どこがおかしいかパースの狂いを見極められるようになる。２．パースの狂いを修正できるようになる。３．実際に絵のレイアウトを作成して、自由に絵を描き、パースが正しい絵を作成できるようになる。
ビジネス実務法務Ⅰ,３期４期,講義,2,火曜日,２時限,紫竹山キャンパス,必修,近時、ビジネスの世界はもちろん一般社会においても法律の知識が不可欠となっており、特に企業においてはコンプライアンス（法令遵守）が強く求められている。このような状況下では、企業が法的な対応を適正に行うには、営業や製造等のすべての部門で法律的な知識を修得している人材が必要となっている。そこで、現代社会を取り巻く法律全般について、できるだけ事業活動と関連付けながら、基礎法である憲法、民法、刑法、会社法等の法令の概要を中心に、企業を取り巻く法令等について概略を学修する。適宜、法律に関連して実際に発生した問題を取り上げ、実践的な理解を深める。,１．ビジネス実務法務とは何かについて理解する。 ２．日本国内の基礎法である憲法、民法、刑法等、それぞれの法における基礎的な知識を習得する。３．企業取引の法務（契約など）の基礎的な知識習得とともに、ビジネス実務法務における関係を理解する。４．企業と会社のしくみの基礎となる商法・会社法のほか、ビジネスに必須の知的財産権など、事業活動における基礎的な法令を理解する。５．企業と従業員との関係である労働関係の法律（労働基準法、男女雇用機会均等法等)、それぞれの法分野における基礎的な知識を理解する。６．事業活動を行うにあたり直面する法令を、その都度適切に理解し、対応できるようなリーガルマインドを身につける。
ビジネス実務法務Ⅱ,１期２期,講義,2,木曜日,３時限,紫竹山キャンパス,選択,企業をとりまく環境が大きく変化するに伴い、企業の法的責任が強く求められる一方で、企業不祥事やビジネスパーソンが法令の意味をよく理解し、コンプライアンス（法令遵守）に関する能力を身につけ、業務の適法性を確保することが不可欠である。そこで、現代社会を取り巻く法律全般について、できるだけ事業活動と関連付けながら、ビジネス実務法務Ⅰで学んだ基礎法である憲法、民法、刑法等の法令の概要を発展させ、企業を取り巻く法令等について概略を学修する。適宜、法律に関連して実際に発生した問題を取り上げ、実践的な理解を深める。また、裁判制度などの実践的な知識も身につけることを学修の目的とする。,１．民法、商法・会社法などの基礎法の応用を理解する。２．ビジネスに関する法律関係の基本を理解する。３．債権の管理と回収（債権の担保、債権の回収、債務者の倒産の対応など）を理解する。４．企業財産の管理・活用と法務（固定資産の管理と法律）を理解する。５．企業活動に関する法規制（経済関連法規、消費者保護関連の規制、情報化社会に関する法律）を理解する。６．裁判制度や訴訟法の知識を理解する。
